Year,Month,Fieldwork,,Published,Polling,Publisher,Con,,Lab,,LD,,Green,,BXP/Reform,,Ukip,,Con lead,,,,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,BXP/Ref good,BXP/Ref bad,BXP/Ref net,Grn good,Grn bad,Grn net,Question,Con Best PM,Lab Best PM,LD Best PM,Green Best PM,BXP Best PM,Question,Govt good,Govt bad,Govt net,Question,Wisdom of crowds:,Con,Lab,LD
,Jun,11-13,11/6/21,16,Savanta ComRes,,41.0,-3.0,34.0,2.0,8.0,0.0,6.0,1.0,2.0,0.0,,,7.0,-5.0,Internet,UK,,,38.0,40.0,-2.0,29.0,37.0,-8.0,17.0,23.0,-6.0,,,,,,,To what extent do you feel favourably or unfavourably towards…,44.0,28.0,,,,Which of the following politicians do you think would make the best PM?,38.0,37.0,1.0,To what extent do you feel favourably or unfavourably towards…,,,,
,Jun ,11-15,11/6/21,23,Survation,,41.0,-1.0,33.0,-2.0,8.0,-1.0,7.0,2.0,,,,,8.0,1.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,12-14,12/6/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,46.0,-10.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,13,13/6/21,14,R+W,,44.0,1.0,34.0,-2.0,9.0,2.0,5.0,0.0,2.0,1.0,,,10.0,3.0,Internet,,,,43.0,36.0,7.0,25.0,31.0,-6.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",47.0,28.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jun,16-17,16/6/21,21,YouGov,TT,45.0,1.0,31.0,0.0,6.0,-1.0,7.0,-2.0,4.0,2.0,,,14.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,36.0,26.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jun,17-20,17/6/21,22,Deltapoll,,41.0,-5.0,35.0,1.0,10.0,3.0,5.0,0.0,2.0,0.0,3.0,0.0,6.0,-6.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,18-20,18/6/21,22,Savanta ComRes,,44.0,3.0,30.0,-4.0,10.0,2.0,5.0,-1.0,1.0,-1.0,,,14.0,7.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,18-20,18/6/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,38.0,55.0,-17.0,26.0,55.0,-29.0,12.0,29.0,-17.0,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jun,18-2,18/6/21,,Panelbase,ST,44.0,-1.0,33.0,-3.0,10.0,4.0,5.0,0.0,,,,,11.0,2.0,Internet,,,77.0,36.0,41.0,-5.0,20.0,40.0,-20.0,14.0,20.0,-6.0,,,,,,,"How good or bad a job do you think X, Y is doing?",,,,,,,,,,,,,,
,Jun,19-21,19/6/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,48.0,-15.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,21,21/6/21,21,R+W,,44.0,0.0,33.0,-1.0,10.0,1.0,4.0,-1.0,3.0,1.0,,,11.0,1.0,Internet,,,,41.0,38.0,3.0,25.0,37.0,-12.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",46.0,26.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jun,23-24,23/6/21,25,YouGov,TT,42.0,-3.0,30.0,-1.0,9.0,3.0,7.0,0.0,4.0,0.0,,,12.0,-2.0,Internet,,,,39.0,54.0,-15.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jun,23-25,23/6/21,27,Opinium,Ob,43.0,0.0,35.0,1.0,7.0,1.0,5.0,-2.0,,,,,8.0,-1.0,Internet,,,,40.0,44.0,-4.0,31.0,39.0,-8.0,22.0,21.0,1.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,35.0,26.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jun,25-26,25/6/21,1,Survation,,41.0,0.0,35.0,2.0,10.0,2.0,5.0,-2.0,,,,,6.0,-2.0,Internet,UK,,,40.0,40.0,0.0,28.0,37.0,-8.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,45.0,28.0,,,,Which of the following party leaders do you think would make the best PM?,37.0,39.0,-2.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Jun,25-27,25/6/21,29,Savanta ComRes,,42.0,-2.0,33.0,3.0,9.0,-1.0,5.0,0.0,2.0,1.0,,,9.0,-5.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,25-28,25/6/21,1,Ipsos,,,,,,,,,,,,,,,,Internet,,,,33.0,47.0,-14.0,20.0,45.0,-25.0,,,,,,,,,,To what extent if at all do you have favourable or unfavourable opinion of…,,,,,,,31.0,44.0,-13.0,"Would you say that the current X government, led by Y, has done well or badly at running the country, or do you not have an opinion?",,,,
,Jun,26-28,26/6/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,47.0,-15.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,28,28/6/21,28,R+W,,41.0,-3.0,34.0,1.0,9.0,-1.0,5.0,1.0,3.0,0.0,,,7.0,-4.0,Internet,,,,38.0,40.0,-2.0,28.0,35.0,-7.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",42.0,31.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jun,29-30,29/6/21,5,YouGov,TT,42.0,0.0,31.0,1.0,10.0,1.0,6.0,-1.0,3.0,-1.0,,,11.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,33.0,27.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jul,2-4,2/7/21,6,Savanta ComRes,,41.0,-1.0,35.0,2.0,8.0,-1.0,4.0,-1.0,3.0,1.0,,,6.0,-3.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,2-8,2/7/21,14,Ipsos,ES,40.0,-4.0,31.0,-4.0,13.0,7.0,6.0,-1.0,0.0,0.0,1.0,1.0,9.0,0.0,Phone,,,,38.0,54.0,-16.0,27.0,50.0,-23.0,21.0,31.0,-10.0,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,,35.0,55.0,-20.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,
,Jul,3-5,3/7/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,39.0,54.0,-15.0,21.0,59.0,-38.0,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,32.0,49.0,-17.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,5,5/7/21,5,R+W,,43.0,2.0,34.0,0.0,8.0,-1.0,6.0,1.0,4.0,1.0,,,9.0,2.0,Internet,,,,39.0,37.0,2.0,24.0,34.0,-10.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",44.0,29.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,5-13,5/7/21,13,Survation,,43.0,2.0,32.0,-3.0,9.0,-1.0,6.0,1.0,,,,,11.0,5.0,Internet,UK,,,39.0,42.0,-3.0,28.0,39.0,-12.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,45.0,28.0,,,,Which of the following party leaders do you think would make the best PM?,38.0,41.0,-3.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Jul,7-8,7/7/21,13,YouGov,TT,42.0,0.0,30.0,-1.0,9.0,-1.0,7.0,1.0,2.0,-1.0,,,12.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,33.0,25.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jul,7-12,7/7/21,15,Kantar,,44.0,-1.0,31.0,1.0,12.0,4.0,4.0,-2.0,1.0,-1.0,0.0,-1.0,13.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,8-9,8/7/21,11,Opinium,Ob,43.0,0.0,35.0,0.0,6.0,-1.0,6.0,1.0,,,,,8.0,0.0,Internet,,,,37.0,45.0,-8.0,29.0,36.0,-7.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,33.0,24.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jul,9-11,9/7/21,14,Savanta ComRes,,40.0,-1.0,35.0,0.0,9.0,1.0,6.0,2.0,2.0,-1.0,,,5.0,-1.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,10-12,10/7/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,48.0,-15.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,12,12/7/21,12,R+W,,41.0,-2.0,33.0,-1.0,12.0,4.0,6.0,0.0,3.0,-1.0,,,8.0,-1.0,Internet,,,,39.0,39.0,0.0,24.0,35.0,-11.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",43.0,29.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,15-16,15/7/21,19,YouGov,TT,44.0,2.0,31.0,1.0,8.0,-1.0,6.0,-1.0,3.0,1.0,,,13.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,37.0,27.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jul,16-18,16/7/21,22,Savanta ComRes,,41.0,1.0,34.0,-1.0,8.0,-1.0,5.0,-1.0,2.0,0.0,,,7.0,2.0,Internet,UK,,,37.0,41.0,-4.0,26.0,37.0,-11.0,18.0,21.0,-3.0,,,,,,,To what extent do you feel favourably or unfavourably towards…,43.0,28.0,,,,Which of the following politicians do you think would make the best PM?,34.0,41.0,-7.0,To what extent do you feel favourably or unfavourably towards…,,,,
,Jul,17-19,17/7/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,49.0,-18.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,19,19/7/21,19,R+W,,42.0,1.0,33.0,0.0,10.0,-2.0,5.0,-1.0,3.0,0.0,,,9.0,1.0,Internet,,,,40.0,41.0,-1.0,26.0,39.0,-13.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",44.0,30.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,19-20,19/7/21,20,Survation,,39.0,-4.0,35.0,3.0,11.0,2.0,5.0,-1.0,,,,,4.0,-7.0,Internet,UK,,,35.0,47.0,-13.0,27.0,41.0,-14.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,41.0,33.0,,,,Which of the following party leaders do you think would make the best PM?,33.0,44.0,-12.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Jul,20-21,20/7/21,24,YouGov,TT,38.0,-6.0,34.0,3.0,9.0,1.0,8.0,2.0,3.0,0.0,,,4.0,-9.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,22-23,22/7/21,25,Opinium,Ob,43.0,0.0,35.0,0.0,8.0,2.0,5.0,-1.0,,,,,8.0,0.0,Internet,,,,34.0,47.0,-13.0,30.0,36.0,-6.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,30.0,26.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jul,23,23/7/21,26,Survation,,39.0,0.0,37.0,2.0,10.0,-1.0,5.0,0.0,,,,,2.0,-2.0,Internet,UK,,,37.0,47.0,-10.0,33.0,35.0,-2.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,40.0,33.0,,,,Which of the following party leaders do you think would make the best PM?,36.0,45.0,-9.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Jul,23-25,23/7/21,28,Savanta ComRes,,40.0,-1.0,34.0,0.0,10.0,2.0,4.0,-1.0,2.0,0.0,,,6.0,-1.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,23-26,23/7/21,26,Deltapoll,,42.0,1.0,37.0,2.0,6.0,-4.0,6.0,1.0,2.0,0.0,3.0,0.0,5.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,23-26,23/7/21,4,Ipsos,,,,,,,,,,,,,,,,Internet,,,,27.0,47.0,-20.0,23.0,38.0,-15.0,,,,,,,,,,To what extent if at all do you have favourable or unfavourable opinion of…,,,,,,,27.0,45.0,-18.0,"Would you say that the current X government, led by Y, has done well or badly at running the country, or do you not have an opinion?",,,,
,Jul,24-26,24/7/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,51.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,25,25/7/21,26,R+W,,40.0,-2.0,36.0,3.0,9.0,-1.0,6.0,1.0,4.0,1.0,,,4.0,-5.0,Internet,,,,32.0,47.0,-15.0,25.0,40.0,-15.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",40.0,30.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,28-29,28/7/21,30,YouGov,TT,39.0,1.0,34.0,0.0,8.0,-1.0,9.0,1.0,3.0,0.0,,,5.0,1.0,Internet,,,,36.0,55.0,-19.0,23.0,53.0,-30.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,33.0,28.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jul,30-1,30/7/21,3,Savanta ComRes,,40.0,0.0,34.0,0.0,10.0,0.0,6.0,2.0,1.0,-1.0,,,6.0,0.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,30-9,30/7/21,12,Ipsos,ES,41.0,1.0,30.0,-1.0,13.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,11.0,2.0,Phone,,,,41.0,52.0,-11.0,27.0,53.0,-26.0,21.0,32.0,-11.0,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,,39.0,51.0,-12.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,
,Jul,31-2,31/7/21,3,YouGov,,,,,,,,,,,,,,,,Internet,,,,38.0,55.0,-17.0,22.0,59.0,-37.0,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,31.0,49.0,-18.0,Do you approve or disapprove of the Government's record to date?,,,,
,Aug,2,2/8/21,2,R+W,,41.0,1.0,34.0,-2.0,11.0,2.0,6.0,0.0,3.0,-1.0,,,7.0,3.0,Internet,,,,39.0,41.0,-2.0,25.0,40.0,-15.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",44.0,28.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Aug,5-6,5/8/21,8,Opinium,Ob,42.0,-1.0,35.0,0.0,7.0,-1.0,5.0,0.0,,,,,7.0,-1.0,Internet,,,,34.0,49.0,-15.0,28.0,39.0,-11.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,31.0,25.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Aug,5-6,5/8/21,11,YouGov,TT,41.0,2.0,33.0,-1.0,8.0,0.0,7.0,-2.0,3.0,0.0,,,8.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,31.0,27.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Aug,6-8,6/8/21,12,Savanta ComRes,,41.0,1.0,33.0,-1.0,10.0,0.0,4.0,-2.0,2.0,1.0,,,8.0,2.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,7-9,7/8/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,47.0,-16.0,Do you approve or disapprove of the Government's record to date?,,,,
,Aug,9,9/8/21,9,R+W,,40.0,-1.0,37.0,3.0,9.0,-2.0,6.0,0.0,3.0,0.0,,,3.0,-4.0,Internet,,,,35.0,46.0,-11.0,24.0,37.0,-13.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",43.0,32.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Aug,11-12,11/8/21,13,YouGov,TT,40.0,-1.0,32.0,-1.0,9.0,1.0,7.0,0.0,2.0,-1.0,,,8.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,30.0,28.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Aug,13-15,13/8/21,19,Savanta ComRes,,41.0,0.0,34.0,1.0,9.0,-1.0,4.0,0.0,2.0,0.0,,,7.0,-1.0,Internet,UK,,,35.0,42.0,-7.0,26.0,36.0,-10.0,16.0,23.0,-7.0,,,,,,,To what extent do you feel favourably or unfavourably towards…,40.0,28.0,,,,Which of the following politicians do you think would make the best PM?,31.0,41.0,-10.0,To what extent do you feel favourably or unfavourably towards…,,,,
,Aug,14-16,14/8/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,47.0,-18.0,Do you approve or disapprove of the Government's record to date?,,,,
,Aug,16,16/8/21,16,R+W,,40.0,0.0,36.0,-1.0,10.0,1.0,5.0,-1.0,3.0,0.0,,,4.0,1.0,Internet,,,,35.0,44.0,-9.0,24.0,38.0,-14.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",41.0,29.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Aug,17-18,17/8/21,20,YouGov,TT,40.0,0.0,32.0,0.0,9.0,0.0,8.0,1.0,3.0,1.0,,,8.0,0.0,Internet,,,,34.0,59.0,-25.0,26.0,56.0,-30.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Aug,19-20,19/8/21,22,Opinium,Ob,39.0,-3.0,36.0,1.0,8.0,1.0,6.0,1.0,,,,,3.0,-4.0,Internet,,,,33.0,46.0,-13.0,31.0,37.0,-6.0,17.0,23.0,-6.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,31.0,26.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Aug,19-23,19/8/21,26,Kantar,,37.0,-7.0,34.0,3.0,14.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,-10.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,19-23,19/8/21,22-Sep,Opinium,Progressive Britain,39.0,,35.0,,9.0,,6.0,,,,,,4.0,,Internet,,Not their standard methodology:turnout calculations done differently,,39.0,56.0,-17.0,33.0,54.0,-21.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of each of the following?,,,,,,,,,,,,,,
,Aug,20-22,20/8/21,26,Savanta ComRes,,41.0,0.0,34.0,0.0,9.0,0.0,4.0,0.0,2.0,0.0,,,7.0,0.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,21-23,21/8/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,50.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,
,Aug,23,23/8/21,23,R+W,,43.0,3.0,33.0,-3.0,10.0,0.0,6.0,1.0,3.0,0.0,,,10.0,6.0,Internet,,,,39.0,45.0,-6.0,23.0,41.0,-18.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",41.0,30.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Aug,25-26,25/8/21,2,YouGov,TT,39.0,-1.0,31.0,-1.0,8.0,-1.0,9.0,1.0,4.0,1.0,,,8.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,32.0,27.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Aug,27-29,27/8/21,2,Savanta ComRes,,40.0,-1.0,34.0,0.0,10.0,1.0,5.0,1.0,2.0,0.0,,,6.0,0.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,27-29,27/8/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,35.0,58.0,-23.0,20.0,59.0,-39.0,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,27.0,50.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,
,Aug,29,29/8/21,30,R+W,,41.0,-2.0,33.0,0.0,9.0,-1.0,5.0,-1.0,4.0,1.0,,,8.0,-2.0,Internet,,,,38.0,40.0,-2.0,23.0,40.0,-17.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",45.0,27.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Aug,n/a,,,Stonehaven,,38.3,,33.3,,8.9,,6.6,,2.9,,,,5.0,-1.0,Internet,,MRP poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,2-3,2/9/21,5,Opinium,Ob,40.0,1.0,35.0,-1.0,7.0,-1.0,6.0,0.0,,,,,5.0,2.0,Internet,,,,35.0,45.0,-10.0,29.0,37.0,-8.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,32.0,24.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Sep,2-3,2/9/21,5,Deltapoll,Sun on Sunday,41.0,-1.0,33.0,-4.0,9.0,3.0,7.0,1.0,3.0,1.0,3.0,0.0,8.0,3.0,Internet,,,,47.0,49.0,-2.0,36.0,49.0,-13.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Sep,2-3,2/9/21,6,YouGov,TT,38.0,-1.0,34.0,3.0,8.0,0.0,10.0,1.0,3.0,-1.0,,,4.0,-4.0,Internet,,,,36.0,55.0,-19.0,29.0,52.0,-23.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,32.0,27.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Sep,2-30,2/9/21,15-Oct,YouGov,TT,38.0,,33.0,,9.0,,8.0,,4.0,,,,5.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,3-5,3/9/21,10,Savanta ComRes,,40.0,0.0,36.0,2.0,9.0,-1.0,4.0,-1.0,3.0,1.0,,,4.0,-2.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,3-6,3/9/21,10,Ipsos,,,,,,,,,,,,,,,,Internet,,,,28.0,46.0,-18.0,20.0,44.0,-24.0,,,,,,,,,,To what extent if at all do you have favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Sep,4-6,4/9/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,49.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,
,Sep,4-8,4/9/21,,WeThink,Byline Times,34.0,,39.0,,9.0,,6.0,,3.0,,,,-5.0,,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,6,6/9/21,6,R+W,,41.0,0.0,32.0,-1.0,11.0,2.0,6.0,1.0,4.0,0.0,,,9.0,1.0,Internet,,,,37.0,41.0,-4.0,27.0,37.0,-10.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",42.0,30.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Sep,6-8,6/9/21,11,Find Out Now / Electoral Calculus,DT,37.0,,33.0,,12.0,,8.0,,4.0,,,,4.0,,Internet,,MRP poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,8-9,8/9/21,10,YouGov,TT,33.0,-5.0,35.0,1.0,10.0,2.0,9.0,-1.0,5.0,2.0,,,-2.0,-6.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,9-11,9/9/21,12,Opinium,Ob,38.0,-2.0,38.0,3.0,8.0,1.0,6.0,0.0,,,,,0.0,-5.0,Internet,,,,32.0,49.0,-17.0,29.0,37.0,-8.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,32.0,26.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Sep,9-16,9/9/21,17,Panelbase,,41.0,-3.0,36.0,3.0,10.0,0.0,5.0,0.0,,,,,5.0,-6.0,Internet,,,77.0,33.0,42.0,-9.0,23.0,39.0,-16.0,14.0,24.0,-10.0,,,,,,,"How good or bad a job do you think X, Y is doing?",,,,,,,,,,,,,,
,Sep,10-12,10/9/21,15,Savanta ComRes,,39.0,-1.0,35.0,-1.0,9.0,0.0,6.0,2.0,3.0,0.0,,,4.0,0.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,10-14,10/9/21,17,Survation,,40.0,1.0,36.0,-1.0,9.0,-1.0,5.0,0.0,,,,,4.0,2.0,Internet,UK,,,38.0,44.0,-6.0,29.0,38.0,-9.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,43.0,32.0,,,,Which of the following party leaders do you think would make the best PM?,37.0,41.0,-5.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Sep,11-12,11/9/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,53.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,
,Sep,13,13/9/21,13,R+W,,39.0,-2.0,35.0,3.0,9.0,-2.0,6.0,0.0,5.0,1.0,,,4.0,-5.0,Internet,,,,38.0,42.0,-4.0,24.0,42.0,-18.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",44.0,27.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Sep,15-16,15/9/21,17,YouGov,TT,39.0,6.0,35.0,0.0,7.0,-3.0,7.0,-2.0,3.0,-2.0,,,4.0,6.0,Internet,,,,,,,,,,,,,,,,,,,,31.0,26.0,,,,Which of the following do you think would make the best PM?,24.0,50.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,
,Sep,16-17,16/9/21,19,Opinium,Ob,40.0,2.0,37.0,-1.0,7.0,-1.0,6.0,0.0,,,,,3.0,3.0,Internet,,,,35.0,48.0,-13.0,30.0,36.0,-6.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,32.0,25.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Sep,16-17,16/9/21,,YouGov,,,,,,,,,,,,,,,,Internet,,,,34.0,57.0,-23.0,26.0,55.0,-29.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
